main_class,sub_class,title,body,tag
life,style,Designer holds record for traditional food fashion,"Cong has been recognized by Vietnam Record Association after introducing a collection of fashion illustrations inspired by food from Mekong Delta like (Vietnamese pancakes),  (steamed layer cakes), and (steamed rice cake), etc.According to Cong, he was inspired while staying in his hometown of Vinh Long, located in Mekong Delta, during the recent Covid lockdown.Cong’s illustration depicts a model wearing a dress made of  (R). Photo courtesy of CongReceiving his award from Vietnam Record Association on Nov. 16, Cong said: ""During the months when I returned to my hometown in Vinh Long Province to avoid the pandemic, in my spare time, I came up with the idea and implemented it, with the help of my parents. I did not expect to have a lot of support. This motivated me to stick with my career.""He made a mannequin of paper, set it against a backdrop of banana leaves from his garden, and then created colorful gowns out of traditional food.With , he uses the yellow color of the dish to form a skirt layer, with the bottom of the skirt being the green color of lettuce, herbs, and bean sprouts.(steamed cassava cakes) were used to create a colorful gown with tassels. The white shredded coconut lends the outfit softness and flexibility.Cong, 26, graduated from Saigon-based Hong Bang International University, majoring in fashion design. He has designed many outfits for Vietnamese models and celebs.","food,cuisine,Mekong Delta,fashion"
life,style,Animal specimens add intrigue to Saigonese home,"While many young Vietnamese adopt modernity and bright colors, Nguyen Nghia, a Ho Chi Minh City resident, chose an impish style with dark undertones.In his 30-meter-square living room, the 31-year-old man displays more than 100 specimens for decoration.Nghia says his long-standing hobby reflects his love of nature, and adds new life to a mere pile of bones.It took Nghia years to build up his collection, including specimens from Vietnam and around the globe.He has spent around VND200 million ($8,820) on his curious passion.Preserving these specimens is not difficult, he said, adding the most important thing is keeping them clean and dry.After posting photos of his house on Facebook, the Saigonese received much attention, with some netizens questioning how such a home could be livable.""I don’t care about different opinions. This style is new in Vietnam, but it has always been present in Europe,"" Nghia said.","HCMC,Saigon,animal,house"
life,style,Vietnamese contestant to don traditional cake-inspired costume at Miss Universe,"The costume will have two main colors, green and violet. When she poses, circles symbolizing  will appear on the back.Duyen, who is from the Mekong Delta, said she would be excited to wear a costume inspired by food from her hometown.The costume inspired by . Photo courtesy of UnimediaThe costume will be finished soon. It was designed by Khoa Lo, who also designed a white with a 30-kg ‘cocoon’ inspired by the silkworm for the Vietnamese contestant at the 2020 Miss Universe.Duyen wants to tell stories about her hometown to international audiences.The 26-year-old is from Can Tho City and works as a model.She said: "" is a regular at home during  (Lunar New Year Festival) and on regular days. People from my hometown, Can Tho, have added more colors to the traditional dish by combining salted egg yolk with (violet tree leaves), making it beautiful.""In the last few years Vietnamese Miss Universe contestants have repeatedly surprised audiences with outfits inspired by like and  besides the silkworm cocoon.The 70th Miss Universe final will be held in Israel on Dec. 12. The 10-day pageant will feature 77 contestants from various countries and territories.","Miss Universe,Vietnam,food,traditional food"
life,style,House boasts colorful veranda,"The two-floor house, 90 square meters, is home to a family with two young daughters. Homeowners had initially sought a common space for their children to play around and read books.The common space, filled with light, wind, and plants helps connect the family regardless of proximity.Sunlight casts wavy silhouettes on the floor.Architects intentionally kept the common space simple in order to facilitate communication and interaction among family members.A plethora of greenery decorates many spaces.A minimalist wooden staircase highlights nature-human interaction.","house,Binh Duong,architect"
life,culture,Vietnamese dancer wows audiences in Chinese dance competition,"In the second episode, aired on August 21, Tuan was chosen by Lay Zhang, one of the four team captains, to dance with him in a contest against a team led by Henry Lau.Zhang said he chose Tuan because of his unique talent and style. The two performed popping dance choreographed by Tuan.Tuan added his own twists and ideas to the dance, making it lively, he added.They wowed both audiences and the judges and ended up winning the contest. The other captains also praised the talent of the Vietnamese dancer.Judge ICee said: ""I think Tuan's choreography is great, and so is his technique. To me, his dance is very beautiful, radiating an aura.""Performance by Nguyen Vu Minh Tuan (middle) and Lay Zhang. Video by YoukuOn Weibo, China’s top social media platform, Tuan's performance attracted nearly 13.5 million views and thousands of comments.One commenter praised the choreography by MTPOP (Tuan's stage name), and said he would make it into one of the final rounds of the competition.Street Dance of China is a reality show featuring professional dancers from China and around the world. Tuan is one of the prominent faces of season four, and considered an ace popping dancer. He has been among the top contestants with the most broadcast time in the first two episodes.Tuan, 26, said he received an invitation to participate in season one, but declined because he was busy. This year again the program invited him, and he agreed, hoping to learn and compete with good dancers from around the world.""By entering the competition I will help take images of Vietnam to international audiences. I want to compete with countries with developed dance backgrounds.""He has 14 years of experience in choreography, and is currently a member of the X-Clown Crew dance group. He has won many dance competitions including Street Star Festival in Sweden (2017), Who Is The Champion in Malaysia (2017), Jack Of All Trades Festival in Canada (2018), and Drop The Beat in Australia (2018).","Vietnam,Vietnamese dancer,Nguyen Vu Minh Tuan,Street Dance Of China"
life,style,Vietnamese-American makeup artist gives Adele iconic winged eyeliner in 'Easy On Me',"In the 'Easy On Me' MV released on Oct. 15, she appears in winged eyeliner and red lipstick done by Nguyen, according to American fashion and entertainment magazine .Adele has always been known for wearing sharp winged liners, and her make-up for 'Easy On Me' has come in for much praise from fans.""That winged eyeliner,"" a fan commented on the MV, while many others said they love the singer's iconic liner and smoky eyes.Nguyen also posted a photo of Adele on his Facebook page, saying the release of 'Easy On Me' is a special moment for him.Adele wears her iconic winged eyeliner in 'Easy On Me"". Photo courtesy of Adele's YouTube channelNguyen, 34, was born in a Vietnamese family in the U.S. and lives in Los Angeles. He has worked with many stars like Katy Perry, Dua Lipa, Christina Aguilera, Jessie J, Camila Cabello, Lil Nas X, and Ava Max and has been featured in fashion magazines including Vogue, Harper's Bazaar and Allure.He has served as a creative consultant for many MVs and advertising campaigns, and was one of 30 makeup artists selected from around the world to curate a limited edition eyeshadow palette for MAKE UP FOR EVER's 30th anniversary in 2014.Anthony H. Nguyen. Photo courtesy of Anthony H. NguyenIn an interview on in July, he said he had towork three times harder to prove to his parents and himself that ""success comes from whatever you put your heart into.""I’m happy to say my parents fully acknowledge, support and are very proud of me now.""In 'Easy On Me', Adele wears a glossy coat with a burnt orange ribbed turtleneck sweater and sepia brown high-waisted wool trousers designed by Lanvin's creative director Bruno Sialelli.","Vietnamese,Vietnamese-American,artist,singer"
life,culture,Nguyen Nhat Anh’s bestseller to be published in South Korea,"South Korean 59mins publishing house has acquired the book’s copyright and will publish it in early 2022, with the translation of Jeong Yekang, according to Tre (Youth) publishing house, copyright holder for many of Anh’s books.""Some countries are far away, but the bridge of literature, cinema, music and art helps people draw closer. How cannot you want to visit Notre Dame Cathedral in Paris if you love Victor Hugo’s books? I believe literature does not only create beauty but also helps us discover new places, understand a country, love a nation. That is why I hope Vietnamese books would help South Korean readers love Vietnam and its people,"" the author said.""Toi La Beto"" cover. Photo courtesy of Tre publishing housePublished in 2007, ""Toi La Beto"" is the first book Anh wrote through the eyes of a puppy. The book depicts the friendship of Beto and puppies Laica and Bino in owner Ni’s family.Beto, a smart and active dog, undergoes more than 100 adventures, via which the author wants to convey a message about love and childhood.Many critics like the book thanks to its unique narration, attracting both children and adults. In 2008, it won ""The Best Literature Work"" award by Ho Chi Minh City Writers' Association.""Toi La Beto"" is also one of three Anh’s bestsellers.Nguyen Nhat Anh at a book release in 2020. Photo by VnExpress/Minh NhatHis most successful is ""Cho Toi Xin Mot Ve Di Tuoi Tho"" (Give Me a Ticket to Childhood), with more than 400,000 copies published, making it the most successful book in the history of the Vietnamese publishing industry.""Cho Toi Xin Mot Ve Di Tuoi Tho"" was also published by Dasan Books in South Korea in 2013.Anh, born in 1955 in central Quang Nam Province, is currently living in HCMC and holds the distinction of being the author who has written the most books for young people in Vietnam. Many of Anh’s works have been translated into English, Japanese, and Thai.","book,literature,Vietnamese book,South Korea"
life,culture,Rare representation of Vietnamese cuisine leaves viewers hungry for more,"The ubiquitousness of traditional food in Korean TV dramas, which has contributed to making Korean cuisine world famous, begs the question: Why can’t the local film industry do the same?Ask any Vietnamese viewer about Korean dramas, and they can easily reel off the top of their head a dozen constantly featured Korean dishes such as kimchee, gimpap, seaweed soup, and noodles in black bean sauce.Even better, the Korean film industry, as part of the larger national strategy to export Korean culture known as Hallyu or the Korean Wave, has churned out captivating stories about food, such as the 2003 international hit, ‘Jewel in the Palace,’ a historical series about Dae Jang Geum, Korea’s first female physician who lived in the 16th century and could cure illnesses with medicinal food.To Vietnamese audiences, their cuisine, which has increasingly been praised for its richness and healthiness, certainly deserves to be represented too.Indeed, in recent years popular local dishes such as  (traditional noodles),  (fresh summer rolls) and  (sandwich) have been ranked among the world’s best dishes by media outlets like CNN and Fodor’s Travel.Last year the World Records Union (WorldKings) also recognized five culinary world records set by Vietnam involving dishes such as  and .But while there is no dearth of straightforward YouTube channels, game and reality shows showcasing Vietnamese landscapes, cuisine and recipes such as Taste of Vietnam with American chefs Martin Yan and Robert Danhi, subtler, more symbolic treatment of food in movies and TV dramas remains few and far between.In contemporary films, Vietnamese cuisine earns a few honorable mentions in foreign works such as Alfonso Gomez-Rejon’s 2005 Sundance award-winning movie, ‘Me and Earl and the Dying Girl’ about a quirky high-school boy whose favorite history teacher loves facts and, and Andy Fickman’s sitcom series ‘Kevin Can Wait’ featuring a hilarious restaurant scene in which Kevin, after expressing his skepticism about a bowl of  in front of him, tries the soup and finds it ""insane.""The irresistible  has also appeared in several Korean dramas.It featured in Phan Dang Di’s 2019 film ‘Chang Dang Ca, Nang An Hoa' (He Serves Fish, She Eats Flower), part of HBO’s eight-episode project titled ‘Food Lore’ on Asian culinary traditions, and in a 2015 food and martial arts flick, Nguyen Quoc Duy’s action comedy ‘Kungfu Pho’ about a competition between two families to inherit a secret  recipe.Some well-known award-winning films have also raised the international profile of other Vietnamese dishes.French-Vietnamese director Tran Anh Hung’s idiosyncratic ‘Mui Du Du Xanh' (The Scent of Green Papaya), which won two awards at Cannes in 1993, and his 2000 movie ‘Mua He Chieu Thang Dung' (The Vertical Ray of the Sun) both capture the making of delightful dishes such as green papaya salad, fried pork with Chinese broccoli, baby jackfruit sticky rice, and boiled chicken with slow, close-up and sensuously beautiful photography.Seen through nostalgic lenses, Vietnamese cuisine can take on poignant meanings about cultural and personal identity, as in Vietnamese-American filmmaker Liesl Nguyen’s intimate 2011 short film ‘Thuc Don Ngay Chu Nhat' (Sunday Menu). In this short, a Vietnamese-German teenager can only find herself and pose confidently for a photo after she masters a difficult Lunar New Year dish, , or Vietnamese meat jelly""Thit dong"" or meat jelly, a typical Lunar New Year dish in Liesl Nguyen’s 2011 short film ‘Sunday Menu,’ in which food symbolizes cultural and personal identity. Photo courtesy of the (now defunct) international Yxineff online film festival.In another famous artistic movie, director Nguyen Vinh Son’s ‘Trang Noi Day Gieng' (The Moon at the Bottom of the Well), the culinary art of Vietnam’s last feudal capital Hue takes center stage, unfolding under the meticulous care of its heroine, who epitomizes traditional family values associated with women.In television, many film series have taken the trouble to shoot carefully set up cooking scenes and showcase common Vietnamese dishes, and quite a few also explore culinary themes.Notable examples range from the ground-breaking 2006 Vietnamese-Korean drama ‘Mui Ngo Gai' (Scent of Coriander) about a self-made businesswoman who works her way up from serving as a waitress in a  restaurant, the first drama ever about traditional Vietnamese food, to the 2020 series ‘Vua Banh Mi' (King of Sandwiches), a local remake of the Korean series ‘Bread, Love and Dreams’ known for its director Nguyen Phuong Dien’s efforts to adapt the original’s bread and cakes to Vietnamese sandwiches and reproduce the art of baking as faithfully as possible.However, many people agree that in general the representation of Vietnamese cuisine in films remains scanty and mediocre.Chau Quang Phuoc, a media and film distribution expert who has worked on numerous film projects for BHD, says that this is an undeniable fact, for both filmmakers many of whom are very interested in visually appealing food stories, and local audiences who have high expectations for a culinary tradition well loved and respected by western chefs like Anthony Bourdain.Indeed, food is still mostly treated as a side show - in one table scene or dialogue or another here and there - rather than as a deeper, integral part of characterization and story-telling, and certainly not yet fully explored to create a distinct genre to take pride in.Director Phan Dang Di says with the current state of contemporary Vietnamese films, not just culinary themes, but other important ones such as love, family, politics, and money too tend to be treated in a superficial and trite manner.""We always lack approaches that are personal, interesting, elaborate, and subtle in portraying life unlike in Japanese, Korean, Chinese, Taiwanese or Hong Kong films.""Compared to them, our cinema and television have a bland taste and smell.""According to insiders, the first and foremost difficulty in making culinary, or any film for that matter, is cost. Phuoc says filmmaking is ultimately an expensive game, even for developed film industries, and so funding always remains the most decisive factor.Even the Vietnamese films with the biggest budgets cannot yet be compared with much better invested Thai or Chinese blockbusters in technical quality, special effects, set design, costumes, or props, he points out.Because good culinary films in particular need to be done with care, even need experts’ consultation, and food easily deteriorates and loses colors and requires costly reshooting, many Vietnamese commercial film producers, who already struggle to make profits, would rather opt for safer, more dramatic and popular genres such horror and crime, he says.For making ‘He Serves Fish, She Eats Flower,’ Di and his crew indeed had to hire professional cooks and food stylists to provide training to actors, act in difficult technical scenes and monitor food arrangement that requires plenty of fresh ingredients on hand for repeated reshooting.The film crew also had to hire fishermen in Nha Trang to dive into the sea to catch puffer fish, transport them to HCMC, and keep them alive until the shoot ended, besides ordering a lot of expensive seafood which would be ""impossible to do with average Vietnamese production budgets,"" Di says.There thus seems agreement that to systematically make good culinary films, which Di says can explore the role of Vietnamese cuisine in daily life as well as during famous historical events, filmmakers cannot do it alone, and needsome ambitious, well-coordinate national strategy like the Korean Wave or active sponsorship by cultural authorities.Di strongly supports active government sponsorship of cultural films of which, culinary elements are certainly among the most interesting, worthwhile and curious ones for both domestic and international audiences.He says in many countries, cultural authorities have successfully promoted their cultures through culinary films, so to make really good films about Vietnamese cuisine, ""there is no other way than for us, Vietnamese to work things out together"", he concludes. ","Vietnam,film,food,Vietnamese cuisine"
life,style,Vietnamese building short-listed for World Architecture Festival award,"The wedding and convention center is shortlisted in the ""Display - Completed Building"" category along with 20 others after being chosen from thousands of entries.Talking about the honor, the head of the design team, Nghiem Dinh Toan, said: ""Being on the shortlist of WAF is really a great pleasure for us. Although it is not a huge result, it is an important milestone marking the development of 'me+ architect' as well as me personally"".The Veil - White Palace is a wedding and convention center in HCMC. Photo courtesy of 'me+ architect'The building, which measures 1,000 square meters, is inspired by bridal veils, and its openness, homogeneity, cohesion, and sense of materials create a luxurious space, me+ architect said.The World Architecture Festival, the world’s largest annual international architectural event, will go online from Dec. 1-3.","architecture,architect,building"
life,culture,"Art prodigy collects $23,000 on cryptocurrency exchange","Chu (birth name: Pho Van An) started to auction his painting on August 6, with a minimum price of $5,000. One day later, it reached $22,899, a record price for a painting by a Vietnamese artist on a cryptocurrency marketplace.""I will allocate all the money toward charitable work, and keep people updated,"" the artist said via Facebook, adding he was thrilled to have the painting sold on his birthday.Last month, his online exhibition, ""Pandemic Paintings"", raised money for frontline Covid-19 workers in Ho Chi Minh City.""The Lucky Apricot Blossoms"" was sold fornearly $23,000. Photo courtesy of Xeo Chu.Chu, 14, had a  at Georges Berges Gallery in New York City in 2018. Georges Berges, owner of the gallery, is convinced Chu is a young version of Jackson Pollock, an American painter and major figure in the abstract expressionist movement of the 1940s and 50s.Chu has sold a painting for over $150,000 and is famed for his charitable activities.Binance is a cryptocurrency exchange that provides a platform for trading various cryptocurrencies and non-fungible tokens (NFTs), units of data stored on a digital ledger called a blockchain that certifies a digital asset to be unique.In other words, NFTs transform digital works of art and other collectibles into one-of-a-kind, verifiable assets that are easy to trade on the blockchain. A person can now buy a digital painting using cryptocurrency like Ethereum.Previously, Vietnamese artists like Phong Luong and Tu Na had sold paintings on the platform, earning thousands of dollars.","Xeo Chu,painting,artist"
life,style,Cong Tri named rising fashion designer by Hollywood Reporter,"""Before launching his label in 2009, self-taught designer Nguyen Cong Tri already was a favorite of Vietnam’s celebrities,"" it said.His ""entrée stateside arrived when Rihanna and Katy Perry embraced his inventive silhouettes, dramatic draping and intricate cutouts"" in 2017.Fashion designer Cong Tri. Photo courtesy of Cong Tri's Facebook pageHe debuted at the New York Fashion Week in Jan. 2019, and quickly earned global popularity with many celebrities choosing to don his creations in the last few years.""Over the past two years, Cong Tri’s A-list moments have grown exponentially to include Beyoncé, styled by Zerina Akers, in gilded ruched velvet at the Lion King premiere and Charlize Theron with Leslie Fremar, in an ornamented sheer blouse on The Tonight Show Starring Jimmy Fallon,"" the magazine went on.His collections have been covered by  and acclaimed by several media outlets.This year actresses Rebecca Ferguson, , , Hailee Steinfeld, and Kelly Marie Tran and singers Bebe Rexha, Leslie Grace, Jazmine Sullivan, and Becky G have worn his outfits at several events.Tri, 42, is a member of the Asian Couture Federation.He has taken part in leading fashion events in Italy, the U.K. and Japan.","Cong Tri,fashion,fashion designer,Vietnamese designer"
life,style,"Milena Smit, Lorde appear in Cong Tri crotcheted gowns","In the list of top 11 best-dressed stars this week voted for by fashion magazine , Smit was in first position after wearing Tri’s black gown at New York Film Festival on Oct. 8.According to Tri, the black gown is made from sumptuous silk, featuring his signature crochet technique and a black leather bra ""that brings our Milena’s seductive elegance.""Milena Smit in Cong Tri crocheted creation.Photo courtesy of Cong TriLast week, New Zealand singer Lorde performed on ""The Late Late Show with James Cordon"" in a Cong Tri crocheted dress.""The see-through details that embrace Lorde’s curves and her beautiful skin reveal such an enigmatic character,"" Tri commented.Lorde in Cong Tri dress. Photo courtesy of Cong TriEver since 2019 New York Fashion Week, at which Tri first showcased his collection and earned a lot of kudos, his global popularity has been on the rise, with a number of  to high-profile events.This year, actresses Rebecca Ferguson, , , Hailee Steinfeld, Kelly Marie Tran and singers Bebe Rexha, Leslie Grace, Jazmine Sullivan, and Becky G all sported his outfits at several events.Smit, 25, is best known for her roles in ""Cross the Line"" (2020), ""The Girl in the Mirror"" (2021), and ""Parallel Mothers"" (2021).Lorde, 24, became famous after her EP ""Royals"" was released in 2013. The hit helped her gain the first rank on Billboard Hot 100, New Zealand’s Top 40, and many other international charts.","Cong Tri,fashion,Vietnamese designer"
life,style,'Just me and the fabric': Vietnam artist finds success with cloth creations,"For four decades, Thuc has been recreating Vietnamese landscapes using vibrant shades of fabric cut from scarves, traditional ao dai (a long split tunic) -- or whatever material she could find during years of poverty in the 1980s.""At that time, I tried to look for woolen string, velvet cloth or other very simple pieces to make my first pictures,"" she says.""Now sometimes I cut them from the very beautiful silk scarves sent from my friends abroad.""Often using hundreds of thousands of pieces of cloth to shape trees, rivers and patches of sky, the 61-year-old artist doesn't dare to cool her home studio with fans or air conditioning, even in the boiling summers of the Vietnamese capital.""If the fan is on, the details will get blown away,"" she says.""So when I work, the environment is tough... it's just me and the fabric.""For most of the years that Thuc has worked with cloth, she has also kept a day job as a civil servant and only had time ""to do what she loved"" during the night.But her fortune began to change when an American collector bought a work in 2000 and around a decade ago she started to be invited to exhibitions and her work began to sell.Now her creations sell for between $1,000 and $5,000 and she has taken part in shows around Vietnam.""I am happy because they help me to have a quite comfortable life and I'm free to do what I want,"" she says.""My works are a summary of the passion and the beauty that I experienced after traveling across this land.""","Tran Thanh Thuc,Vietnam artist,cloth creations,silk scarf"
life,style,Vietnamese designer showcases tux-inspired collection,"From fabric often used to make suits and tuxedos for men, Thu has designed blazers, shorts, skirts and dresses for women.A tuxedo-inspired dress combined with a white shirt and boots creates a perfect look for women in autumn Hanoi.Its lace frill gives this minimalist blazer a feminine touch.Blazer and shorts have been a trend across many runways in the past few years.This blue blazer is inspired by crop-tops, combined with asymmetrical pants.Thu’s latest collection also features colorful dresses with floral patterns, honoring femininity.The red floral dress adds warmth to autumn days. The designer has also created masks matching her outfits. Born into three generations of artists, Thu has inherited a treasure of Asian culture, which she mixes into her work.","designer,fashion,women"
life,style,Anna Wintour's praise for Vietnamese designer at Milan Fashion Week,"Hoang showcased his ‘Quintessence’ collection at the Milan Fashion Week on Sept. 25. The 10 outfits, which took him eight months to finish were inspired by Vietnam’s traditional silk and bamboo weaving craftsmanship.
Stranded in Italy, he could not return to Vietnam due to the pandemic, but managed to find all the materials he needed right there.Before the show he welcomed many people to have a look at his new collection, including British model Naomi Campbell (R).The editor-in-chief of fashion magazine Vogue, Anna Wintour (white dress), also took a look at ‘Quintessence’ and complimented it, saying she liked the color combination and materials in the collection.Hoang, a votary of the sustainable fashion trend, uses environment-friendly materials.A shirt adorned with flowers and feathers and a pair of pleated trousers. The yellow hat is inspired by Vietnamese bamboo baskets.Hoang said: ""Italy has given me a host of fashion and cultural experiences. Vietnam is the root. I want to breathe new life into my creation and preserve the traditional values of my nation.""Some of his creations are inspired by the structures of European churches.All accessories like earrings, necklaces, and bags are also Hoang’s handiwork. The designer showcased four bags on the runway: Instagram, Pizza, Platform, and Cage.Hoang and vedette model of the show. He is in his final year at the NABA (Nuova Accademia di Belle Arti), one of the world’s top schools for art and design.
He was in Vietnam last year and returned to Italy last October to continue his education.","fashion,Vietnamese designer,runway,fashion designer"
life,style,Vietnam’s Tran Hung shows off new collection at London Fashion Week,"'Blood & Tears', which he designed during the year-long Covid-19 pandemic, had 10 outfits made of taffeta in red and yellow, symbolizing blood and tears.Hung has used cutout techniques with heart and rose patterns, which he says should remind people of feminine beauty and strength amid difficulties.Due to the pandemic and containment measures, Hung did all the outfits by himself.
In the photo, a model wears a bra inspired by a heart and a skirt with rose patterns.A cutout gown with 'roses' on top.An ombre off-the-shoulder dress.Hung has embraced the sustainable fashion trend with the use of eco-friendly materials such as organza, taffeta, chiffon, and satin.
""Tran Hung is amongst the well-established brands in the high-end luxury fashion market, captivating his audience with his sophisticated designs by pushing the envelope of design,"" London Fashion Week says about him on its website.
His creations are seen as a romantic mixture of Asian and western inspirations and involve hand embroidery on silk and organza. Some of his costumes have appeared on the websites of major international fashion magazines like ,  and ","Vietnamese designer,fashion"
life,style,Son La home a curving example of lushness,"The three-storey house, located next to a hill in Song Ma District, features a curvingroofwith a small garden. At the top, a skylight allows amplesunlight to enter.The 250-meter-square house, surrounded by trees, is filled with sunlight.All bedrooms are on the third floor.The garden is a buffered area, mitigating heat and noise entering the house. Homeowners use white and dark brown furniture, representing a touch of minimalist comfort.A restroom faces the gardenAll bed rooms are connected with nature.All common areas like the living room and kitchen are on the first floor.","Son La,house,architecture"
life,style,French-Vietnamese artist models for American luxury brand fall collection,"The painter, actress and model joins Emmy nominee David Habour, who acted in Netflix's science fiction drama ‘Stranger Things’ and Marvel's superhero movie ‘Black Widow.’The idea behind the images is to tell the story of a couple, wearing suit coats and knee-length skirts, who has been together through everything. They are shown casually interacting in a domestic setting.French Vietnamese artist Anh Duong and American actor David Habour in Thom Browne's fall collection. Photo courtesy of Thom Browne's FacebookAnh Duong was born in 1960 in Bordeaux, France, to a Vietnamese father and Spanish mother.She studied at the Franchetti Academy of Classical Dance and Tessa Beaumont.While working as a ballet dancer in Paris, she was discovered by photographer David Seidner, who saw her modeling potential and introduced her to big names in the fashion industry.She quickly became famous for advertising campaigns for fashion giants like Yves Saint Laurent, Dolce & Gabbana and Christian Lacroix. She has also appeared for Dior, Donna Karan and Moschino and in magazines like Vogue, Harper's Bazaar and Elle.She has also acted in films like ‘I Shot Andy Warhol’, ‘High Art’, ‘Love Me’, and ‘The Only Living Boy in New York’.","Vietnam,Anh Duong,David Habour,Thom Browne,fall collection"
life,style,Celebs show off neon colors,"Model Khanh Linh dons a neon green dress. The neon fashion trend was popular in the 1980s along with the development of technologies in dyeing fabrics. It has made a comeback to the catwalk and street style fashion recently and become much more diverse with many shades, apart from yellow and green. Photo courtesy of Khanh LinhA bright blue blazer combined with the dress gives Linh a burst of brightness. Photo courtesy of Khanh LinhActress Miu Le also chose neon green for her stay-at-home look. Vibrant green has been one of the most popular neon colors in the fashion world, with many celebrities opting for it. Photo courtesy of Miu LeLe combines green and orangeinher look.
Previously, vibrant colors usually worked on chiffon or satin, but now neon is open to different textures and color combinations. Photo courtesy of Miu LeSinger Yen Nhi opts for a neon bra to show off her curves.
Summer is a perfect time for neon outfits since sunny days and bright shades are just created for each other. But this year, due to the Covid-19 outbreak, many people have chosen to show off their neon outfits at home. Photo courtesy of Yen NhiFashionista Chau Bui's shoes are a perfect match with her dress. Photo courtesy of Chau Bui","fashion,models,celebrities"
life,style,Handbags inspired by traditional Vietnamese ao dai,"On the occasion of Vietnam's National Day, Sept.2, the designer introduces a bag collection called 'Dam', expressing his personal imprint and creations with Vietnamese cultural characteristics.The designer wished to honor the elegant beauty of Vietnamese women and came up with the idea of making lovely handbags inspired by traditional
""I have always cherished the traditional values of Vietnam, dreaming of bringing the national identity to the next level and intersecting with contemporary styles,"" he said.Each bag comes in two colors, black and brown. All were sewn with high quality leather imported from Italy.The straps were created using traditional stitching techniques, simulating the three-cetimeter neckline of the traditional .When placed horizontally, the bag is reminiscent of a folded.The designer uses geometric elements including triangular and rectangular shapes to seamlessly connect the bag with its straps, demonstrating a minimalist style. The bag also has soft rounded lines to create an elegant look.The designer hopes that, through the bag collection, he could introduce Vietnamese cultural values to more international audiences.
Cuong Dam was born in 1990 in Hanoi. After graduating from Hanoi University of Architecture in 2013, he later attended the London College for Design & Fashion in the capital to follow his fashion design passion. Dam's style often emphases on the shaping of the design, aiming for a luxurious and elegant style suited to many situations.","Vietnam,Vietnamese fashion designer,ao dai,handbags"
life,style,Son La house offers abundance of green living,"Located in the center of Son La Town, the house is built on a plot with a total area of more than 140 meters square.The three-generation family wanted to have a house with a lot of greenery and natural light. They wanted plenty of space for their four children to play.
Architects gave the house a distinctive facade for homeowners to enjoy natural light and plant trees on their balconies.Common spaces like the living room and kitchen are intertwined with greenery, allowing more cool air to circulate through the house. Dark colors with white and curves help soften the space and bring comfort to residents.A skylight is located at the back of the house, which usually receives the least light.Plants and skylight are intertwined around the bedrooms and common areas, forming a space of natural light and wind.
Each floor has a common area for family members to intermingle as they wish.All bedrooms have windows receiving natural light.The facade is inspired by hands cherishing a green patch.","house,architecture,nature,Son La"
life,style,Son La home a curving example of lushness,"The three-storey house, located next to a hill in Song Ma District, features a curvingroofwith a small garden. At the top, a skylight allows amplesunlight to enter.The 250-meter-square house, surrounded by trees, is filled with sunlight.All bedrooms are on the third floor.The garden is a buffered area, mitigating heat and noise entering the house. Homeowners use white and dark brown furniture, representing a touch of minimalist comfort.A restroom faces the gardenAll bed rooms are connected with nature.All common areas like the living room and kitchen are on the first floor.","Son La,house,architecture"
life,style,Hai Phong villa pays homage to nature,"On a 460-meter-square plot in the city center, a family built an eco-friendly villa that could bring them comfort in daily life.The villa's U-shape facade is covered with greenery and boosts ventilation.The U-shape facade gives all upstairs rooms better views.More than 50 percent of the plot is used for gardens and voids intertwining with living spaces, so homeowners can be close to nature.
The house uses solar power, zero-VOC (Volatile Organic Compounds) paint, and stones to mitigate its environmental effects.Staircases are located on the west side, helping reduce direct sunlight in the afternoon.Rejecting to reveal how much they spent on the villa, the homeowners said it cost them millions of dollars.","house,villa,nature,Hai Phong"
life,style,Seoul architecture biennale to feature Vietnamese houses,"Both buildings, located in Hanoi's Dong Anh District, will be showcased in the Guest Cities Exhibition section of the biennale. Ha, working at H&P Architects, was invited by South Korean curator Choon Choi to attend the event, together with many renowned architects like Thom Mayne, Alejandro Aravena, and Norman Foster.""As a suburban district of Hanoi, Dong Anh has been experiencing rapid urbanization. Vegetable gardens in the village and orchards in the town have been turned into terraced houses in close proximity to each other,"" the biennale wrote on its website.""Conventional brick walls and tiled roofs have disappeared and given place to stuffy concrete boxes, glass panels, and corrugated iron roofs. In that context, H&P Architects managed to bring back bricks and tiles in the vision and direct contact of humans, breathing fresh but familiar emotions and senses into architecture,"" it said.'Brick Cave' in Hanoi's Dong Anh District. Photo Archdaily/Nguyen Tien Thanh'Ngoi Space' reuses 20,000 roof tiles from demolished houses on the building facade, giving it a distinctive look and reducing construction waste and carbon emissions.The building features cafes on multiple floors including the roof, and multipurpose spaces on the fourth floor. It is compared by the architect to a tree and cave in its layering of space. The design creates sheltered spaces, reminiscent of a big roof.'Brick Cave' is a residential structure with two layers of porous brick walls that keep the house secure but open to the outside world at all times.The design, according to Ha and his colleagues, creates an atrium-like space. The exposed bricks were chosen because they are local material and are popular in rural areas.The Seoul Biennale of Architecture and Urbanism will be held from Sept. 16 to Oct. 31. The third edition of this Biennale, titled ""CROSSROADS Building the Resilient City"", will continue its exploration of the world's cities.","Vietnam,house,Hanoi,architecture"
